TPS_Num,File,Location,Year,Sex,,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
255,'30922j.JPG',MAKA,OLD,F,30922j.JPG,25.496787,11.740456,28.044853,10.708328,29.012473,10.676074,28.528663,11.659821,30.770316,11.692075,33.915081,13.337029,33.769938,12.788711,36.156734,13.014489,37.059846,12.288774,36.269623,11.756583,35.689051,9.563311,31.576666,9.789089,26.174121,10.192264,26.351518,11.466297,27.399773,11.111503,28.367393,11.337281,30.496157,11.143757,32.060476,11.901726,32.882953,12.788711,35.672924,11.353408,35.043971,10.708328,35.205241,9.966486,23.109991,13.917601,24.932342,12.450044
251,'30923j.JPG',MAKA,OLD,M,30923j.JPG,26.08492,11.33842,29.050605,10.273395,29.771545,10.65025,29.42746,11.50227,31.737745,11.63335,34.18902883,12.87285904,33.86643906,12.14739815,36.99733,13.53401,38.226205,12.894995,37.09564,12.22321,36.93179,9.716305,32.83554,9.53607,27.215485,9.43776,26.64201,11.07626,27.772575,10.633865,29.214455,10.97795,30.820185,10.896025,32.14737,11.53504,32.99939,12.174055,36.227235,11.223725,36.128925,10.207855,36.47301,9.847385,23.88933,13.53401,25.52783,11.911895
250,'30924j.JPG',MAKA,OLD,F,30924j.JPG,21.020482,11.119304,23.909627,9.83871,24.534307,10.229135,24.534307,11.119304,26.814389,11.150538,29.937789,13.102663,29.844087,12.431132,32.046084,12.712238,33.467231,11.962622,32.623913,11.650282,32.17102,8.870456,27.860728,8.870456,22.222991,9.198413,21.801332,10.697645,23.26933,10.166667,24.36252,10.525858,26.486432,10.46339,27.813877,11.197389,28.907067,12.290579,31.530723,10.744496,31.124681,9.776242,31.483872,9.026626,18.834102,13.149514,20.551972,11.697133
252,'30925j.JPG',MAKA,OLD,M,30925j.JPG,20.024928,10.9736,22.567776,9.505408,23.369984,9.671904,23.430528,10.655744,25.50416,10.564928,28.591904,12.139072,28.45568,11.594176,31.0288,11.95744,32.042912,11.12496,31.165024,10.716288,30.741216,8.3248,26.503136,8.24912,20.857408,8.915104,20.721184,10.580064,21.780704,10.035168,22.991584,10.125984,24.74736,9.808128,26.200416,10.428704,27.426432,11.291456,30.514176,10.156256,30.166048,9.278368,30.317408,8.566976,18.08752,12.78992,19.44976,11.57904
245,'30926j.JPG',MAKA,OLD,F,30926j.JPG,20.68807,10.525775,23.368735,9.374755,24.156275,9.677655,23.98968,10.81353,26.20085,11.010415,28.95724,13.11557,29.04811,12.615785,31.335005,13.191295,32.910085,12.60064,31.940805,12.02513,32.001385,9.29903,27.881945,8.7841,21.77851,8.69323,21.53619,10.313745,22.944675,9.84425,23.68678,10.283455,25.41331,9.78367,26.9581,10.99527,28.1697,12.35832,31.092685,11.040705,30.789785,10.071425,31.486455,9.283885,18.340595,12.343175,19.976255,11.131575
246,'31540j.JPG',MAKA,OLD,F,31540j.JPG,23.289862,10.798866,25.704993,9.69129,26.720271,9.675907,26.289547,10.537355,28.520082,10.598887,31.858193,12.214102,31.212107,11.629548,33.596472,11.829527,34.780963,11.491101,33.950281,10.845015,33.642621,8.491416,29.443062,8.46065,24.012863,8.983672,24.182076,10.229695,25.089673,9.891269,26.058802,10.15278,28.212422,10.045099,29.581509,10.906547,30.796766,11.983357,33.07345,10.183546,32.704258,9.245183,33.104216,8.676012,21.582349,12.198719,22.889904,11.137292
247,'31543j.JPG',MAKA,OLD,F,31543j.JPG,22.464911,11.079249,25.383898,10.192264,26.174121,10.369661,25.867708,11.176011,28.399647,11.45017,31.866952,13.417664,31.350888,12.74033,34.286002,13.272521,35.431019,12.595187,34.495653,11.869472,34.00078014,9.002183244,29.35114,8.982739,23.480912,9.127882,23.593801,10.530931,24.642056,10.337407,25.545168,10.659947,27.641678,10.934106,29.560791,11.917853,30.754189,13.030616,33.60678025,11.14031663,33.03681739,10.10423659,33.37149087,9.292958518,19.884591,13.175759,21.465037,12.09525
248,'31888j.JPG',MAKA,OLD,F,31888j.JPG,20.319678,10.59249,22.945422,9.428808,23.691372,9.712269,23.557101,10.517895,25.630842,10.517895,28.704156,12.054552,28.674318,11.63682,31.18071,11.950119,32.418987,11.323521,31.449252,10.756599,30.986763,8.369559,26.481225,8.369559,21.155142,8.488911,21.259575,10.130001,22.3785,9.682431,23.288559,10.070325,24.959487,9.84654,26.884038,10.74168,28.032801,11.771091,30.494436,10.219515,29.942433,9.115509,30.404922,8.473992,18.424965,12.099309,19.618485,11.099736
249,'31890j.JPG',MAKA,OLD,M,31890j.JPG,22.965337,11.125571,26.02844,9.871762,26.806119,9.99873,26.520441,11.077958,28.805865,11.220797,31.916581,12.918994,31.789613,12.347638,34.900329,12.950736,36.090654,12.252412,35.39233,11.601701,34.805103,8.88776,30.043803,8.88776,24.139791,9.189309,24.012823,10.681183,25.3936,10.252666,26.298247,10.697054,28.234509,10.395505,29.980319,11.379507,31.123031,12.395251,34.567038,10.998603,33.916327,10.205053,34.043295,9.141696,20.775139,12.680929,22.314626,11.665185
225,'31891j.JPG',MAKA,OLD,F,31891j.JPG,20.542566,9.532446,23.338557,8.40246,24.04842,8.6922,23.874576,9.402063,26.206983,9.677316,28.945026,11.44473,29.060922,10.807302,31.842426,11.270886,33.059334,10.662432,32.175627,10.039491,31.827939,7.605675,27.250047,7.315935,21.411786,7.649136,21.426273,9.054375,22.295493,8.779122,23.338557,8.779122,25.714425,8.996427,26.989281,9.619368,28.119267,10.57551,31.306407,9.170271,30.900771,8.098233,31.306407,7.576701,18.572334,10.966659,19.615398,10.343718
224,'31892j.JPG',MAKA,OLD,F,31892j.JPG,21.281624,9.521512,23.848552,8.446984,24.69922,8.775312,24.132108,9.417044,26.609492,9.655828,29.668912,11.71534,29.445052,11.088532,31.444868,11.476556,32.594016,11.088532,32.16122,10.790052,31.579184,7.924644,27.564628,7.626164,22.341228,7.700784,22.221836,9.163336,22.98296,8.835008,23.908248,8.984248,26.012532,9.148412,27.579552,9.99908,28.80332,11.148228,31.221008,9.864764,30.788212,8.894704,31.056844,8.148504,19.490744,10.760204,20.610044,10.103548
223,'31893j.JPG',MAKA,OLD,M,31893j.JPG,21.7413,9.408,24.5196,8.0556,25.0341,8.4966,24.7695,9.3198,27.2244,9.4227,30.2673,11.3337,29.9733,10.7457,32.193,11.025,33.4719,10.4223,32.5458,9.9813,32.3841,7.4235,28.4739,7.5411,22.6821,7.7322,22.491,9.1287,23.5935,8.7171,24.5931,8.9817,26.5041,8.9964,28.224,9.8784,29.2971,10.8927,31.8696,9.4815,31.4874,8.4525,31.8255,7.8204,20.0508,10.2312,21.0651,9.8931
222,'31894j.JPG',MAKA,OLD,M,31894j.JPG,20.113116,10.010427,23.173139,8.857152,23.849727,9.026299,23.803596,10.025804,25.894868,10.225705,28.862629,12.163207,28.893383,11.517373,31.384457,11.963306,32.829895,11.455865,31.768882,10.825408,31.584358,8.072925,26.617587,7.934532,21.204883,8.072925,21.204883,9.472232,22.527305,9.133938,23.449925,9.549117,25.710344,9.564494,26.971258,10.348721,28.078402,11.348226,30.969278,9.99505,30.692492,8.949414,31.030786,8.334334,18.175614,11.117571,19.651806,10.287213
221,'33851j.JPG',MAKA,OLD,F,33851j.JPG,21.903,9.5844,24.7254,8.5554,25.6809,8.8347,25.2546,9.702,27.4302,9.9078,30.135,11.8776,29.8116,11.2602,32.6928,11.7453,33.7512,10.9074,32.8986,10.5105,32.6046,7.8204,28.5621,7.7028,22.9026,7.5411,22.7703,9.3051,23.5935,8.9523,24.9312,9.1875,27.0186,9.3345,28.1358,10.2018,29.0472,11.3337,32.0607,9.6873,31.6932,8.7024,32.0019,8.0556,19.5657,11.9364,21.2709,10.2018
220,'33852j.JPG',MAKA,OLD,F,33852j.JPG,21.004982,10.225705,23.788219,8.995545,24.710839,9.180069,24.434053,10.394852,26.740603,10.410229,30.031281,12.178584,29.877511,11.717274,32.537732,12.193961,33.998547,11.517373,33.029796,10.994555,32.860649,8.441973,27.98614,8.088302,22.081372,8.119056,22.035241,9.733641,23.250024,9.456855,24.280283,9.99505,26.75598,9.779772,28.416696,10.963801,29.293185,11.947929,32.107176,10.14882,31.738128,8.949414,32.2917,8.426596,18.806071,11.778782,20.45141,10.594753
219,'33853j.JPG',MAKA,OLD,F,33853j.JPG,20.351709,10.214312,22.982202,9.060587,23.859033,9.291332,23.659054,10.275844,26.012653,10.168163,29.212317,12.383315,28.858508,11.660314,31.273639,11.952591,32.704258,11.38342,31.99664,10.891164,31.550533,7.860713,27.058697,7.891479,21.336221,8.260671,21.428519,9.722056,22.397648,9.337481,23.397543,9.768205,25.243503,9.506694,26.935633,10.552738,28.058592,11.84491,31.242873,10.122014,30.719851,8.906757,30.981362,8.199139,18.275004,11.629548,19.582559,10.952696
218,'33854j.JPG',MAKA,OLD,M,33854j.JPG,22.348662,9.727188,25.407057,8.548587,26.242521,8.65302,25.95906,9.84654,28.137234,9.771945,31.135953,11.830767,31.076277,11.219088,33.612507,11.696496,34.880622,11.010222,34.045158,10.338867,34.16451,7.578852,29.748486,7.713123,23.42283,7.817556,23.482506,9.234861,24.720783,8.891724,25.66068,9.309456,27.510636,8.966319,29.062212,10.040487,30.13638,11.054979,33.41856,9.622755,33.090342,8.444154,33.552831,7.772799,20.394273,10.935627,21.722064,10.368705
217,'33855j.JPG',MAKA,OLD,M,33855j.JPG,20.728196,9.795149,23.465302,8.872529,24.172644,9.349216,24.065005,10.210328,26.29467,10.179574,29.539217,12.516878,29.185546,11.84029,31.599735,12.193961,33.152812,11.548127,32.014914,10.671638,32.506978,7.857647,27.6786,7.826893,21.5278,8.072925,21.343276,9.579871,22.573436,9.2262,23.726711,9.626002,25.864114,9.610625,27.232667,10.733146,28.309057,11.99406,31.445965,9.84128,31.445965,8.887906,31.953406,8.195941,18.375515,11.655766,19.651806,10.948424
216,'33856j.JPG',MAKA,OLD,F,33856j.JPG,22.696452,9.595248,25.83336,8.518858,26.725226,8.76489,26.356178,9.718264,28.770367,10.056558,31.507473,11.932552,31.307572,11.286718,33.967793,11.671143,35.244084,10.902293,34.29071,10.471737,34.475234,7.596238,29.754495,7.596238,24.034251,7.457845,23.619072,9.272331,24.633954,8.934037,26.064015,9.149315,28.247549,9.487609,29.569971,10.425606,30.369575,11.425111,33.721761,9.856657,33.275828,8.718759,33.8294,7.826893,20.897343,10.502491,22.127503,10.025804
215,'33857j.JPG',MAKA,OLD,F,33857j.JPG,22.435043,10.010427,25.095264,8.995545,26.279293,9.180069,25.771852,10.256459,28.032271,10.379475,31.261441,12.409239,30.923147,11.809536,33.275828,12.240092,34.798151,11.763405,33.706384,11.07144,33.98317,8.534235,29.231677,8.088302,23.434548,8.103679,23.496056,9.502986,24.541692,9.272331,25.510443,9.641379,27.509453,9.610625,28.739613,10.533245,29.723741,11.68652,32.829895,10.164197,32.737633,9.026299,33.506483,8.595743,20.282263,11.425111,21.881471,10.471737
199,'33858j.JPG',MAKA,OLD,F,33858j.JPG,27.283185,11.218725,29.809755,10.21941,30.65823,10.426815,30.299985,11.331855,32.50602,11.520405,35.10801,13.16079,34.976025,12.651705,37.427175,13.141935,38.784735,12.425445,37.879695,11.91636,37.540305,9.35208,33.467625,9.46521,28.188225,9.408645,28.20708,10.78506,29.281815,10.539945,30.111435,10.954755,31.921515,10.82277,33.392205,11.76552,34.146405,12.651705,37.087785,11.19987,36.69183,10.37025,37.351755,9.54063,25.020585,13.12308,26.66097,11.76552
198,'33859j.JPG',MAKA,OLD,F,33859j.JPG,26.82603,10.960565,29.50486,9.904125,30.240595,10.205965,29.88216,11.05489,32.089365,11.16808,35.070035,12.997985,34.956845,12.41317,37.39043,12.94139,39.144875,12.054735,37.673405,11.639705,37.711135,9.24385,33.523105,9.20612,27.9202,9.036335,27.99566,10.52667,29.070965,10.26256,29.61805,10.60213,31.674335,10.394615,32.78737,11.262405,34.013595,12.167925,36.74902,10.809645,36.579235,9.904125,37.182915,9.39477,24.920665,12.63955,26.411,11.375595
197,'33860j.JPG',MAKA,OLD,F,33860j.JPG,30.463172,11.956744,33.442156,10.854928,34.156296,11.2222,33.646196,11.93634,36.155888,12.589268,38.951236,14.425628,38.890024,13.833912,41.971028,14.772496,43.297288,13.935932,42.052644,13.16058,42.093452,10.487656,37.278108,10.140788,31.748624,9.916344,31.707816,11.589472,32.605592,11.365028,33.46256,11.650684,35.319324,11.32422,36.706796,12.099572,37.869824,13.548256,41.195676,12.221996,41.032444,11.242604,41.501736,10.650888,27.831056,14.344012,29.749032,12.507652
196,'33861j.JPG',MAKA,OLD,F,33861j.JPG,28.816928,11.59072,31.694624,10.631488,32.493984,10.9912,32.214208,11.710624,34.4724,11.850512,37.749776,14.028768,37.509968,13.38928,40.047936,13.768976,41.506768,13.029568,40.187824,12.410064,40.047936,9.752192,35.511568,9.672256,29.816128,9.79216,29.856096,11.151072,30.915248,10.911264,31.994384,11.250992,34.152656,11.270976,35.551536,12.150272,36.510768,13.269376,39.348496,11.810544,38.9688,10.731408,39.588304,9.89208,26.358896,13.88888,28.137472,12.370096
195,'33862j.JPG',MAKA,OLD,F,33862j.JPG,28.05624,11.50155,30.941055,10.313685,31.94037,10.728495,31.52556,11.444985,33.656175,11.6901,36.5787,13.72644,36.295875,12.953385,38.50191,13.330485,39.85947,13.028805,38.709315,11.99178,39.18069,9.69147,35.051445,9.521775,29.206395,9.710325,28.96128,11.16216,30.488535,10.690785,31.355865,11.04903,33.165945,10.917045,34.485795,11.87865,35.617095,13.23621,38.256795,11.256435,38.16252,10.389105,38.784735,9.785745,25.83782344,13.32678436,27.46720538,11.98650167
237,'35288j.JPG',WAMN,OLD,M,35288j.JPG,29.663802,16.223004,32.093334,14.89068,32.91624,15.047424,32.681124,16.046667,35.110656,16.223004,37.990827,17.908002,37.834083,17.24184,40.204836,17.418177,41.517567,16.634457,40.459545,16.125039,40.126464,13.852251,35.913969,13.793472,30.780603,14.146146,30.349557,15.968295,31.427172,15.380505,32.465601,15.615621,34.503273,15.302133,35.874783,16.144632,36.913212,17.163468,39.617046,15.537249,39.127221,14.655564,39.558267,13.989402,27.606537,18.515385,29.076012,16.771608
236,'35338j.JPG',WAMN,OLD,M,35338j.JPG,28.47239,15.82607,30.79815,14.44515,31.2524,14.33613,31.34325,15.40816,33.48731,15.33548,36.44902,17.00712,35.94026,16.33483,38.50223,16.75274,39.55609,16.09862,38.64759,15.58986,38.26602,13.46397,34.17777,13.42763,29.39906,13.88188,29.01749,15.42633,29.99867,14.95391,31.12521,15.11744,32.14273,14.49966,34.17777,15.4445,35.52235,16.73457,37.99347,15.11744,37.48471,14.31796,37.70275,13.71835,26.94611,17.66124,28.03631,16.33483
235,'35340j.JPG',WAMN,OLD,,35340j.JPG,29.301948,16.573674,31.91682,15.323919,32.762808,15.670005,32.474403,16.477539,34.685508,16.631355,37.973325,18.323331,37.49265,17.554251,39.761436,17.977245,41.011191,17.381208,39.915252,16.842852,39.588393,14.516385,35.742993,14.535612,30.359433,14.766336,30.205617,16.15068,31.436145,15.689232,32.30136,16.035318,34.474011,15.95841,35.935263,16.91976,36.91584,17.784975,39.126945,16.34295,38.703951,15.285465,38.973129,14.689428,26.72553,18.65019,28.705911,16.862079
323,'498j.JPG',OTKA,OLD,,498j.JPG,14.727212,15.178883,17.409864,13.878618,18.559572,14.207106,17.984718,15.000952,20.325195,14.932517,23.67851,17.040315,23.240526,16.273843,25.553629,16.657079,26.785459,15.863233,25.936865,15.521058,25.225141,12.564666,21.201163,12.769971,15.575806,13.27639,15.575806,14.64509,16.793949,14.261854,17.779413,14.658777,19.914585,14.672464,21.269598,15.315753,22.515115,16.492835,25.348324,15.014639,24.6366,13.892305,24.800844,13.016337,12.468857,17.163498,14.166045,15.74005
324,'499j.JPG',OTKA,OLD,,499j.JPG,13.709594,13.578024,16.327837,12.775447,17.406711,13.170157,16.814646,13.94642,19.038179,13.775379,22.169545,15.985755,21.84062,15.077922,23.998368,15.446318,25.327225,14.696369,24.34045,14.249031,24.314136,11.657102,20.274937,11.512375,14.485857,11.907085,14.577956,13.157,15.617359,12.907017,16.643605,13.354355,18.722411,13.380669,20.195995,14.327973,21.156456,15.367376,23.853641,13.788536,23.393146,12.722819,23.708914,11.959713,11.143979,16.393622,12.749133,14.643741
325,'503j.JPG',OTKA,OLD,,503j.JPG,17.333283,13.70777,19.767373,13.144086,20.75382,13.630904,20.318246,14.156155,22.49342891,14.51516889,25.071127,16.590245,25.147993,15.975317,27.453973,16.244348,28.606963,15.437255,27.787059,15.052925,27.979224,12.516347,23.713161,12.196072,18.268486,12.067962,17.986644,13.425928,19.011524,13.220952,20.074837,13.656526,22.188652,13.899935,23.175099,14.822327,24.276845,16.01375,27.261808,14.322698,27.120887,13.515605,27.441162,12.811,14.912004,15.731908,16.474946,14.399564
326,'504j.JPG',OTKA,OLD,,504j.JPG,-24.086547,14.900427,-21.681945,13.941288,-20.560698,14.130414,-20.925441,15.049026,-18.655929,14.873409,-16.170273,17.088885,-16.440453,16.48098,-13.265838,16.926777,-11.955465,16.426944,-12.806532,15.751494,-13.090221,12.887586,-17.575209,12.56337,-23.303025,13.171275,-23.465133,14.670774,-22.357395,14.170941,-21.222639,14.603229,-19.601559,14.522175,-17.750826,15.454296,-16.994322,16.535016,-13.454964,15.292188,-13.954797,14.630247,-14.130414,13.576545,-26.193951,17.048358,-24.85656,15.832548
327,'508j.JPG',OTKA,OLD,,508j.JPG,21.359744,18.734912,24.317888,17.596096,25.220608,17.554432,24.79008,18.81824,27.262144,18.929344,29.984192,20.429248,29.831424,19.901504,32.734016,20.304256,33.858944,19.707072,32.803456,18.901568,32.595136,16.415616,27.623232,16.554496,22.484672,16.80448,22.345792,18.373824,23.484608,18.040512,24.595648,18.457152,26.720512,18.207168,28.178752,19.082112,29.192576,20.040384,32.178496,18.33216,31.817408,17.49888,32.053504,16.73504,18.693248,20.929216,20.62368,19.470976
328,'510j.JPG',OTKA,OLD,,510j.JPG,18.654675,18.190068,20.907315,17.190459,21.470475,17.45796,21.273369,18.007041,23.30233929,18.19384343,25.778649,19.612047,25.567464,19.105203,28.200237,19.471257,29.28432,18.767307,28.101684,18.091515,27.918657,15.90927,24.258117,16.106376,19.274151,16.669536,19.316388,17.866251,20.41455,17.486118,21.062184,17.795856,22.639032,17.669145,24.21588,18.415332,25.074699,19.302309,27.608919,17.514276,27.355497,16.782168,27.580761,16.162692,16.627299,20.499024,17.950725,18.992571
329,'514j.JPG',OTKA,OLD,,514j.JPG,15.694788,19.752756,18.081828,18.603993,19.126158,18.827778,18.753183,19.603566,21.17398011,19.84052867,24.079266,21.692226,23.810724,20.961195,26.302197,21.03579,27.570312,20.245083,26.227602,19.737837,26.093331,17.052417,21.78174,17.231445,16.440738,17.9028,16.694361,19.111239,17.917719,18.738264,18.574155,19.230591,20.58822,19.24551,22.035363,20.006379,23.12445,21.155142,25.690518,19.021725,25.436895,18.037071,25.675599,17.380635,13.710561,21.751902,15.053271,20.483787
330,'517j.JPG',OTKA,OLD,,517j.JPG,18.38,18.45352,20.864976,17.997696,21.61488,18.23296,21.276688,18.865232,23.26856745,19.97049686,26.02608,21.879552,25.849632,21.159056,27.614112,21.188464,29.231552,20.29152,28.422832,19.718064,29.11392,17.041936,24.48216,16.924304,19.33576,16.953712,19.203424,18.321184,20.203296,18.08592,21.10024,18.556448,22.702976,19.04168,24.173376,20.43856,25.158544,21.482544,27.908192,19.129904,27.731744,18.15944,28.15816,17.438944,15.983248,20.129776,17.483056,19.18872
331,'518j.JPG',OTKA,OLD,,518j.JPG,21.7119,18.5073,24.4461,17.6106,25.3575,18.0663,24.8283,18.9189,27.1509,19.11,30.1644,21.4179,29.8263,20.7711,32.0313,21.2121,33.369,20.6682,32.5164,19.8891,32.4576,17.2725,28.6503,16.8756,22.638,16.7727,22.5351,18.2133,23.5053,17.9487,24.549,18.4485,26.6511,18.669,27.8712,19.8009,28.9002,20.8446,32.0607,19.3011,31.7814,18.3456,31.9872,17.5665,19.1394,20.5065,20.9328,19.1541
332,'520j.JPG',OTKA,OLD,,520j.JPG,20.9769,18.0222,23.6523,17.493,24.6078,17.9193,24.1521,18.5514,26.2836,18.7572,29.253,21.4179,28.9737,20.58,31.4727,21.1974,32.5899,20.8299,31.8696,20.0361,31.6491,16.9344,27.8565,16.7286,22.1235,16.3758,21.8295,17.8017,22.8144,17.6106,23.9316,17.9928,25.8867,18.4044,27.1215,19.1982,28.1946,20.6388,31.3698,19.5216,30.8406,18.5808,30.9582,17.5371,18.4779,19.7862,20.286,18.4926
333,'521j.JPG',OTKA,OLD,,521j.JPG,17.505852,18.968404,19.669832,17.9088,20.565272,18.102812,20.192172,18.863936,22.520316,18.684848,25.340952,20.475728,25.14694,19.938464,26.848276,20.087704,28.310828,19.520592,27.191528,18.834088,27.146756,16.595488,23.191896,16.744728,18.117736,17.356612,18.20728,18.669924,19.147492,18.446064,19.938464,18.550532,21.953204,18.35652,23.594844,19.192264,24.385816,19.968312,26.654264,18.237128,26.355784,17.550624,26.669188,16.86412,15.341872,20.804056,16.834272,19.669832
334,'522j.JPG',OTKA,OLD,,522j.JPG,-32.31536,19.540576,-29.500064,18.269152,-29.045984,18.481056,-29.030848,19.37408,-26.578816,19.540576,-24.172192,21.129856,-24.278144,20.690912,-21.447712,21.054176,-20.403328,20.524416,-21.03904,19.934112,-21.402304,17.693984,-25.367936,17.436672,-31.467744,17.724256,-31.361792,19.010816,-30.408224,18.798912,-29.43952,18.723232,-27.653472,18.829184,-25.670656,19.797888,-24.82304,20.751456,-21.674752,19.52544,-22.128832,18.92,-22.143968,18.254016,-34.540352,20.88768,-32.875392,19.873568
335,'523j.JPG',OTKA,OLD,,523j.JPG,18.962049,18.917292,21.692226,17.977395,22.647042,18.469722,22.184553,19.424538,24.511917,19.514052,27.257013,21.722064,27.033228,21.140223,29.569458,21.662388,30.956925,21.065628,30.106542,20.409192,29.942433,17.559663,25.854627,17.291121,19.916865,17.186688,19.737837,18.633831,20.797086,18.380208,21.990606,18.783021,24.437322,19.290267,25.645761,20.051136,26.511063,21.364008,29.658972,19.916865,29.077131,18.94713,29.315835,17.843124,16.619766,20.856762,18.216099,19.603566
336,'524j.JPG',OTKA,OLD,,524j.JPG,20.73264,18.762304,23.114688,17.835952,24.143968,18.15944,23.82048,18.791712,25.967264,18.909344,29.143328,20.835568,28.81984,20.232704,30.8784,20.644416,32.040016,20.14448,31.143072,19.394576,30.981328,17.041936,27.05536,16.821376,21.570768,17.071344,21.423728,18.394704,22.585344,18.071216,23.496992,18.277072,25.408512,18.556448,26.996544,19.174016,28.040528,20.379744,30.775472,19.04168,30.29024,18.0124,30.43728,17.2772,18.659376,21.056128,20.115072,19.423984
337,'528j.JPG',OTKA,OLD,,528j.JPG,20.600304,18.644672,23.23232,17.747728,24.393936,18.203552,23.805776,18.953456,26.070192,19.04168,29.290368,21.364912,28.922768,20.600304,31.348928,21.041424,32.42232,20.51208,31.451856,19.77688,31.701824,16.939008,27.261216,16.733152,21.438432,16.953712,21.379616,18.321184,22.482416,18.027104,23.511696,18.482928,25.570256,18.67408,27.05536,19.732768,28.187568,20.909088,30.95192,19.306352,30.525504,18.203552,30.907808,17.365424,18.115328,20.820864,19.806288,19.350464
338,'529j.JPG',OTKA,OLD,,529j.JPG,21.717808,18.512336,24.291008,17.688912,25.43792,18.30648,24.864464,18.835824,27.114176,19.1152,29.99616,21.409024,29.893232,21.041424,32.245872,21.629584,33.481008,21.085536,32.775216,20.526784,32.56936,17.35072,28.466944,17.041936,22.305968,16.968416,22.438304,18.174144,23.776368,17.953584,24.658608,18.409408,26.731872,18.688784,27.849376,19.585728,29.0404,20.909088,32.245872,20.026848,31.628304,18.791712,31.951792,17.71832,19.247536,20.379744,21.012016,19.056384
339,'530j.JPG',OTKA,OLD,,530j.JPG,23.624692,19.147492,26.251316,18.252052,27.042288,18.386368,26.818428,19.445972,29.191344,19.460896,31.967208,21.878584,31.86274,21.251776,34.489364,21.744268,35.51912,21.221928,34.713224,20.550348,34.713224,17.804332,30.564352,17.446156,24.714144,17.23722,24.564904,18.669924,25.699128,18.386368,26.56472,18.983328,28.534688,19.013176,30.191252,20.042932,31.11654,21.19208,34.17596,19.953388,33.817784,18.863936,34.086416,18.117736,21.311472,21.19208,23.027732,19.744452
340,'531j.JPG',OTKA,OLD,,531j.JPG,18.0124,18.997568,20.203296,17.924176,21.056128,18.115328,20.923792,18.938752,23.114688,18.997568,26.0996,21.041424,25.834928,20.394448,27.981712,20.762048,29.231552,20.085664,28.319904,19.365168,28.261088,16.9096,24.026336,16.747856,18.850528,17.20368,18.791712,18.60056,19.820992,18.30648,20.688528,18.644672,22.541232,18.468224,24.11456,19.365168,25.276176,20.5856,27.71704,18.688784,27.49648,17.703616,27.834672,17.159568,15.674464,21.39432,17.233088,19.8504
115,'5325j.JPG',WAMN,OLD,F,5325j.JPG,9.355236,20.9814,12.03345,19.68549,12.983784,19.648464,12.477762,20.845638,14.798058,21.080136,17.871216,22.64757,17.698428,22.178574,20.253222,22.561176,21.746604,22.178574,20.870322,21.53679,20.586456,18.94497,16.019916,18.75984,10.478358,18.809208,10.034046,20.635824,11.527428,20.05575,12.366684,20.48772,14.168616,20.216196,15.439842,20.85798,16.72341,21.870024,20.031066,20.944374,19.488018,19.919988,19.858278,19.117758,7.010256,23.289354,8.960292,21.35166
116,'5326j.JPG',WAMN,OLD,M,5326j.JPG,6.751598,20.193859,9.335242,19.13359,10.139584,18.975159,9.859283,19.98668,12.381992,20.181672,14.843766,21.765982,14.600026,21.315063,16.903369,21.717234,18.475492,21.278502,18.097695,20.742274,17.500532,18.499866,13.088838,18.048947,7.909363,18.231752,7.763119,19.876997,8.89651,19.438265,9.652104,19.645444,11.224227,19.304208,13.015716,20.522908,14.088172,21.473494,17.281166,20.169485,16.769312,19.450452,16.927743,18.76798,4.801678,21.875665,6.33724,20.620404
108,'5327j.JPG',OTKA,OLD,M,5327j.JPG,-15.73605,20.722218,-13.26765,19.19181,-12.193896,19.31523,-12.514788,20.388984,-10.317912,19.93233,-7.46691,21.561474,-7.65204,21.203556,-5.12193,21.018426,-4.01115,20.401326,-5.36877,19.549728,-5.721275566,17.32632923,-9.836574,17.624376,-15.11895,18.895602,-14.87211,20.154486,-14.06988,19.784226,-12.860364,19.833594,-11.1078,19.611438,-9.355236,20.376642,-8.306166,21.339318,-5.640294,19.241178,-5.98587,18.611736,-6.084606,17.735454,-17.809506,22.635228,-16.340808,21.425712
107,'5328j.JPG',OTKA,OLD,F,5328j.JPG,8.264242,20.070302,10.998911,18.91379,11.866295,19.094495,11.528979,20.010067,13.73358,20.130537,16.347779,21.732788,16.215262,21.058156,18.865602,21.503895,19.648657,20.913592,19.202918,20.383524,18.636709,18.082547,14.396165,17.974124,9.143673,18.227111,9.191861,19.600469,10.444749,19.251106,11.312133,19.564328,13.155324,19.467952,14.251601,20.130537,15.191267,20.805169,18.419863,19.889597,17.82956,19.046307,18.010265,18.504192,6.047594,21.829164,7.746221,20.455806
341,'534j.JPG',OTKA,OLD,,534j.JPG,17.127012,19.275348,19.976541,18.126585,20.856762,18.305613,20.543463,19.320105,22.945422,19.409619,26.138088,21.349089,26.033655,20.632977,28.674318,21.03579,29.748486,20.453949,28.808589,19.678161,28.420695,16.783875,23.974833,16.992741,17.932638,17.529825,17.947557,18.887454,19.24551,18.49956,20.394273,18.887454,22.781313,19.006806,24.198618,19.737837,25.3623,20.856762,28.241667,19.215672,27.704583,17.932638,28.032801,17.141931,14.754891,21.707145,16.604847,19.797513
